 2017-12-06 15:55:26,843 INFO RequestMappingHandlerMapping || ||Mapped "{[/huiadmin]}" onto public java.lang.String com.j.controller.huiController.HuiAdminController.huiadmin()
 2017-12-06 15:55:26,846 INFO RequestMappingHandlerMapping || ||Mapped "{[/index]}" onto public java.lang.String com.j.controller.IndexController.index()
 2017-12-06 15:55:26,846 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/get]}" onto public java.lang.Object com.j.controller.IndexController.get(com.j.model.UserRequest,org.springframework.validation.BindingResult)
 2017-12-06 15:55:26,846 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/getInfo/{username}]}" onto public com.j.model.User com.j.controller.IndexController.getUser(java.lang.String)
 2017-12-06 15:55:26,847 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/alluser]}" onto public java.lang.Object com.j.controller.IndexController.alluser()
 2017-12-06 15:55:26,848 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/userinfo/{id}]}" onto public java.lang.Object com.j.controller.IndexController.userinfo(java.lang.String)
 2017-12-06 15:55:26,848 INFO RequestMappingHandlerMapping || ||Mapped "{[/login]}" onto public java.lang.String com.j.controller.LogingController.login()
 2017-12-06 15:55:26,851 INFO RequestMappingHandlerMapping || ||Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
 2017-12-06 15:55:26,851 INFO RequestMappingHandlerMapping || ||Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
 2017-12-06 15:55:26,895 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:26,895 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:26,937 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:26,992 WARN TemplateMode || ||[THYMELEAF][restartedMain] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
 2017-12-06 15:55:27,617 INFO OptionalLiveReloadServer || ||LiveReload server is running on port 35729
 2017-12-06 15:55:27,668 INFO AnnotationMBeanExporter || ||Registering beans for JMX exposure on startup
 2017-12-06 15:55:27,686 INFO ScheduledAnnotationBeanPostProcessor || ||No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
 2017-12-06 15:55:27,744 INFO TomcatEmbeddedServletContainer || ||Tomcat started on port(s): 8080 (http)
 2017-12-06 15:55:27,752 INFO SprngBootApplication || ||Started SprngBootApplication in 5.283 seconds (JVM running for 6.113)
 2017-12-06 15:55:28,072 INFO [/] || ||Initializing Spring FrameworkServlet 'dispatcherServlet'
 2017-12-06 15:55:28,072 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization started
 2017-12-06 15:55:28,110 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization completed in 37 ms
 2017-12-06 15:55:28,162 ERROR [dispatcherServlet] || ||Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.util.concurrent.TimeoutException: 我超时了] with root cause
 2017-12-06 15:55:32,108 ERROR [dispatcherServlet] || ||Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.util.concurrent.TimeoutException: 我超时了] with root cause
 2017-12-06 15:55:50,921 INFO SprngBootApplication || ||Starting SprngBootApplication on AFOGP-608050718 with PID 11868 (D:\springcloudwork\spring-boot\target\classes started by Administrator in D:\springcloudwork\spring-boot)
 2017-12-06 15:55:50,925 INFO SprngBootApplication || ||No active profile set, falling back to default profiles: default
 2017-12-06 15:55:51,198 INFO AnnotationConfigEmbeddedWebApplicationContext || ||Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@35a38f98: startup date [Wed Dec 06 15:55:51 CST 2017]; root of context hierarchy
 2017-12-06 15:55:52,453 INFO PostProcessorRegistrationDelegate$BeanPostProcessorChecker || ||Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$b203e34e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
 2017-12-06 15:55:52,493 INFO AnnotationActionEndpointMapping || ||Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
 2017-12-06 15:55:53,364 INFO TomcatEmbeddedServletContainer || ||Tomcat initialized with port(s): 8080 (http)
 2017-12-06 15:55:53,379 INFO StandardService || ||Starting service [Tomcat]
 2017-12-06 15:55:53,380 INFO StandardEngine || ||Starting Servlet Engine: Apache Tomcat/8.5.23
 2017-12-06 15:55:53,471 INFO [/] || ||Initializing Spring embedded WebApplicationContext
 2017-12-06 15:55:53,472 INFO ContextLoader || ||Root WebApplicationContext: initialization completed in 2274 ms
 2017-12-06 15:55:53,710 INFO ServletRegistrationBean || ||Mapping servlet: 'dispatcherServlet' to [/]
 2017-12-06 15:55:53,711 INFO ServletRegistrationBean || ||Mapping servlet: 'messageDispatcherServlet' to [/services/*]
 2017-12-06 15:55:53,715 INFO FilterRegistrationBean || ||Mapping filter: 'characterEncodingFilter' to: [/*]
 2017-12-06 15:55:53,715 INFO FilterRegistrationBean || ||Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
 2017-12-06 15:55:53,715 INFO FilterRegistrationBean || ||Mapping filter: 'httpPutFormContentFilter' to: [/*]
 2017-12-06 15:55:53,716 INFO FilterRegistrationBean || ||Mapping filter: 'requestContextFilter' to: [/*]
 2017-12-06 15:55:54,682 INFO RequestMappingHandlerAdapter || ||Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@35a38f98: startup date [Wed Dec 06 15:55:51 CST 2017]; root of context hierarchy
 2017-12-06 15:55:54,749 INFO RequestMappingHandlerMapping || ||Mapped "{[/admin]}" onto public java.lang.String com.j.controller.AdminController.index(org.springframework.ui.Model,javax.servlet.http.HttpSession)
 2017-12-06 15:55:54,750 INFO RequestMappingHandlerMapping || ||Mapped "{[/admin/error]}" onto public java.lang.String com.j.controller.AdminController.aa() throws java.util.concurrent.TimeoutException
 2017-12-06 15:55:54,750 INFO RequestMappingHandlerMapping || ||Mapped "{[/cron]}" onto public java.lang.Object com.j.controller.CronController.setCron(java.lang.String)
 2017-12-06 15:55:54,752 INFO RequestMappingHandlerMapping || ||Mapped "{[/huiadmin]}" onto public java.lang.String com.j.controller.huiController.HuiAdminController.huiadmin()
 2017-12-06 15:55:54,754 INFO RequestMappingHandlerMapping || ||Mapped "{[/index]}" onto public java.lang.String com.j.controller.IndexController.index()
 2017-12-06 15:55:54,756 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/get]}" onto public java.lang.Object com.j.controller.IndexController.get(com.j.model.UserRequest,org.springframework.validation.BindingResult)
 2017-12-06 15:55:54,756 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/getInfo/{username}]}" onto public com.j.model.User com.j.controller.IndexController.getUser(java.lang.String)
 2017-12-06 15:55:54,757 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/alluser]}" onto public java.lang.Object com.j.controller.IndexController.alluser()
 2017-12-06 15:55:54,758 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/userinfo/{id}]}" onto public java.lang.Object com.j.controller.IndexController.userinfo(java.lang.String)
 2017-12-06 15:55:54,758 INFO RequestMappingHandlerMapping || ||Mapped "{[/login]}" onto public java.lang.String com.j.controller.LogingController.login()
 2017-12-06 15:55:54,760 INFO RequestMappingHandlerMapping || ||Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
 2017-12-06 15:55:54,761 INFO RequestMappingHandlerMapping || ||Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
 2017-12-06 15:55:54,808 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:54,808 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:54,848 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:55:54,906 WARN TemplateMode || ||[THYMELEAF][restartedMain] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
 2017-12-06 15:55:55,534 INFO OptionalLiveReloadServer || ||LiveReload server is running on port 35729
 2017-12-06 15:55:55,598 INFO AnnotationMBeanExporter || ||Registering beans for JMX exposure on startup
 2017-12-06 15:55:55,616 INFO ScheduledAnnotationBeanPostProcessor || ||No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
 2017-12-06 15:55:55,669 INFO TomcatEmbeddedServletContainer || ||Tomcat started on port(s): 8080 (http)
 2017-12-06 15:55:55,675 INFO SprngBootApplication || ||Started SprngBootApplication in 5.129 seconds (JVM running for 6.057)
 2017-12-06 15:56:02,865 INFO [/] || ||Initializing Spring FrameworkServlet 'dispatcherServlet'
 2017-12-06 15:56:02,866 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization started
 2017-12-06 15:56:02,904 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization completed in 38 ms
 2017-12-06 15:56:02,963 ERROR [dispatcherServlet] || ||Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.util.concurrent.TimeoutException: i am time out] with root cause
 2017-12-06 15:57:21,916 INFO SprngBootApplication || ||Starting SprngBootApplication on AFOGP-608050718 with PID 16268 (D:\springcloudwork\spring-boot\target\classes started by Administrator in D:\springcloudwork\spring-boot)
 2017-12-06 15:57:21,921 INFO SprngBootApplication || ||No active profile set, falling back to default profiles: default
 2017-12-06 15:57:22,283 INFO AnnotationConfigEmbeddedWebApplicationContext || ||Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@52f844f7: startup date [Wed Dec 06 15:57:22 CST 2017]; root of context hierarchy
 2017-12-06 15:57:23,850 INFO PostProcessorRegistrationDelegate$BeanPostProcessorChecker || ||Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$5d563fd0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
 2017-12-06 15:57:23,888 INFO AnnotationActionEndpointMapping || ||Supporting [WS-Addressing August 2004, WS-Addressing 1.0]
 2017-12-06 15:57:24,771 INFO TomcatEmbeddedServletContainer || ||Tomcat initialized with port(s): 8080 (http)
 2017-12-06 15:57:24,787 INFO StandardService || ||Starting service [Tomcat]
 2017-12-06 15:57:24,788 INFO StandardEngine || ||Starting Servlet Engine: Apache Tomcat/8.5.23
 2017-12-06 15:57:24,898 INFO [/] || ||Initializing Spring embedded WebApplicationContext
 2017-12-06 15:57:24,898 INFO ContextLoader || ||Root WebApplicationContext: initialization completed in 2615 ms
 2017-12-06 15:57:25,152 INFO ServletRegistrationBean || ||Mapping servlet: 'dispatcherServlet' to [/]
 2017-12-06 15:57:25,153 INFO ServletRegistrationBean || ||Mapping servlet: 'messageDispatcherServlet' to [/services/*]
 2017-12-06 15:57:25,158 INFO FilterRegistrationBean || ||Mapping filter: 'characterEncodingFilter' to: [/*]
 2017-12-06 15:57:25,158 INFO FilterRegistrationBean || ||Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
 2017-12-06 15:57:25,159 INFO FilterRegistrationBean || ||Mapping filter: 'httpPutFormContentFilter' to: [/*]
 2017-12-06 15:57:25,159 INFO FilterRegistrationBean || ||Mapping filter: 'requestContextFilter' to: [/*]
 2017-12-06 15:57:26,240 INFO RequestMappingHandlerAdapter || ||Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@52f844f7: startup date [Wed Dec 06 15:57:22 CST 2017]; root of context hierarchy
 2017-12-06 15:57:26,320 INFO RequestMappingHandlerMapping || ||Mapped "{[/admin]}" onto public java.lang.String com.j.controller.AdminController.index(org.springframework.ui.Model,javax.servlet.http.HttpSession)
 2017-12-06 15:57:26,322 INFO RequestMappingHandlerMapping || ||Mapped "{[/admin/error]}" onto public java.lang.String com.j.controller.AdminController.aa() throws java.util.concurrent.TimeoutException
 2017-12-06 15:57:26,322 INFO RequestMappingHandlerMapping || ||Mapped "{[/cron]}" onto public java.lang.Object com.j.controller.CronController.setCron(java.lang.String)
 2017-12-06 15:57:26,324 INFO RequestMappingHandlerMapping || ||Mapped "{[/huiadmin]}" onto public java.lang.String com.j.controller.huiController.HuiAdminController.huiadmin()
 2017-12-06 15:57:26,327 INFO RequestMappingHandlerMapping || ||Mapped "{[/index]}" onto public java.lang.String com.j.controller.IndexController.index()
 2017-12-06 15:57:26,328 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/get]}" onto public java.lang.Object com.j.controller.IndexController.get(com.j.model.UserRequest,org.springframework.validation.BindingResult)
 2017-12-06 15:57:26,328 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/getInfo/{username}]}" onto public com.j.model.User com.j.controller.IndexController.getUser(java.lang.String)
 2017-12-06 15:57:26,329 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/alluser]}" onto public java.lang.Object com.j.controller.IndexController.alluser()
 2017-12-06 15:57:26,330 INFO RequestMappingHandlerMapping || ||Mapped "{[/index/userinfo/{id}]}" onto public java.lang.Object com.j.controller.IndexController.userinfo(java.lang.String)
 2017-12-06 15:57:26,330 INFO RequestMappingHandlerMapping || ||Mapped "{[/login]}" onto public java.lang.String com.j.controller.LogingController.login()
 2017-12-06 15:57:26,333 INFO RequestMappingHandlerMapping || ||Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
 2017-12-06 15:57:26,333 INFO RequestMappingHandlerMapping || ||Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
 2017-12-06 15:57:26,378 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:57:26,378 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:57:26,420 INFO SimpleUrlHandlerMapping || ||Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
 2017-12-06 15:57:26,466 WARN TemplateMode || ||[THYMELEAF][restartedMain] Template Mode 'LEGACYHTML5' is deprecated. Using Template Mode 'HTML' instead.
 2017-12-06 15:57:27,162 INFO OptionalLiveReloadServer || ||LiveReload server is running on port 35729
 2017-12-06 15:57:27,270 INFO AnnotationMBeanExporter || ||Registering beans for JMX exposure on startup
 2017-12-06 15:57:27,292 INFO ScheduledAnnotationBeanPostProcessor || ||No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
 2017-12-06 15:57:27,355 INFO TomcatEmbeddedServletContainer || ||Tomcat started on port(s): 8080 (http)
 2017-12-06 15:57:27,363 INFO SprngBootApplication || ||Started SprngBootApplication in 5.934 seconds (JVM running for 7.124)
 2017-12-06 15:57:32,313 INFO [/] || ||Initializing Spring FrameworkServlet 'dispatcherServlet'
 2017-12-06 15:57:32,314 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization started
 2017-12-06 15:57:32,352 INFO DispatcherServlet || ||FrameworkServlet 'dispatcherServlet': initialization completed in 37 ms
 2017-12-06 15:57:32,411 ERROR [dispatcherServlet] || ||Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.util.concurrent.TimeoutException: i am time out] with root cause
 2017-12-06 15:58:04,749 ERROR ReloadableType || ||Unable to find regeneration methods for cglib proxies - proxies will be out of date for this type
 2017-12-06 15:58:04,755 ERROR ReloadableType || ||Unable to find regeneration methods for cglib proxies - proxies will be out of date for this type
 2017-12-06 15:58:09,243 INFO SprngBootApplication || ||Starting SprngBootApplication on AFOGP-608050718 with PID 18524 (D:\springcloudwork\spring-boot\target\classes started by Administrator in D:\springcloudwork\spring-boot)
 2017-12-06 15:58:09,252 INFO SprngBootApplication || ||No active profile set, falling back to default profiles: default
 2017-12-06 15:58:09,752 INFO AnnotationConfigEmbeddedWebApplicationContext || ||Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@362b4d8d: startup date [Wed Dec 06 15:58:09 CST 2017]; root of context hierarchy
 2017-12-06 15:58:14,079 INFO PostProcessorRegistrationDelegate$BeanPostProcessorChecker || ||Bean 'org.springframework.ws.config.annotation.DelegatingWsConfiguration' of type [org.springframework.ws.config.annotation.DelegatingWsConfiguration$$EnhancerBySpringCGLIB$$751dc94f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
